run_id,source_step,phase,pair_id,condition_side,condition,workload_id,repetition,safety_enabled,attempt,duration_seconds,forecast_aligned_seconds,mae_rps,rmse_rps,bias_rps,transition_mae_rps,desired_replica_mae,desired_replica_bias,deficient_replica_seconds,excess_replica_seconds,ready_deficient_replica_seconds,scale_action_count,scale_up_action_count,scale_down_action_count,churn_magnitude_replicas,slo_violation_seconds,slo_violation_rate,slo_episode_count,maximum_slo_episode_seconds,latency_violation_seconds,failure_violation_seconds,completion_violation_seconds,request_count,request_p99_latency_ms,request_failure_count,request_failure_rate,mean_cpu_cores,max_cpu_cores,mean_readiness_delay_seconds,max_readiness_delay_seconds,readiness_delay_observations,pod_created_count,pod_ready_transition_count,ready_source,pod_event_source,normalized_kubernetes_record_coverage_ratio,kubernetes_snapshot_valid_ratio
final-p02-a-r07-s0,step15,primary,pair-02-duration,a,extended_peak,sustained-peak-v1,7,False,1,360,354,2.9661016949152543,10.188893920442684,2.9661016949152543,17.5,0.25,0.25,0,90,0,4,1,3,6,13,0.03611111111111111,13,1,0,0,13,15300,33.07857000000001,0,0.0,0.5377465106932845,0.8413975662885916,2.0,2,1,3,3,normalized_kubernetes_snapshot,raw_kubernetes_snapshots,1.0,1.0
final-p06-b-r08-s0,step15,primary,pair-06-timing_periodic,b,late_event,periodic-triangle-v1,8,False,1,720,714,6.5294117815126045,7.361835586127132,0.0,7.667916686666666,0.4583333333333333,0.0,165,165,110,22,11,11,22,104,0.14444444444444443,98,2,0,0,104,28500,33.41881999999987,0,0.0,0.5111140438244836,0.7452446030110613,1.0,1,11,11,11,normalized_kubernetes_snapshot,raw_kubernetes_snapshots,0.9875,1.0
final-p05-b-r08-s0,step15,primary,pair-05-shape,b,smoothed,periodic-triangle-v1,8,False,1,720,714,0.29956431372549036,0.726681042587531,-1.3932210505100003e-16,0.33865745666666686,0.0,0.0,0,0,0,22,11,11,22,107,0.1486111111111111,101,2,0,0,107,28500,29.91713999999998,0,0.0,0.5117666337183718,0.7413093081017489,1.0,1,11,11,11,normalized_kubernetes_snapshot,raw_kubernetes_snapshots,0.9972222222222222,1.0
final-p01-b-r08-s0,step15,primary,pair-01-direction_bias,b,persistent_positive_bias,sustained-peak-v1,8,False,2,360,354,5.0,5.0,5.0,5.0,0.0,0.0,0,0,0,4,1,3,6,15,0.041666666666666664,15,1,0,0,15,15300,35.33209,0,0.0,0.5418199940572178,0.8398923481498312,1.0,1,1,3,3,normalized_kubernetes_snapshot,raw_kubernetes_snapshots,1.0,1.0
final-p03-a-r08-s0,step15,primary,pair-03-event_presence,a,false_peak,narrow-spike-v1,8,False,1,180,174,6.0344827586206895,14.532958974404494,6.0344827586206895,0.0,0.6666666666666666,0.6666666666666666,0,120,0,4,1,3,6,10,0.05555555555555555,10,1,0,0,10,5550,30.016240000000003,0,0.0,0.3490994270223868,0.7044253700156191,1.0,1,1,3,3,normalized_kubernetes_snapshot,raw_kubernetes_snapshots,1.0,1.0
final-p02-b-r08-s0,step15,primary,pair-02-duration,b,shortened_peak,sustained-peak-v1,8,False,1,360,354,2.9661016949152543,10.188893920442684,-2.9661016949152543,0.0,0.25,-0.25,90,0,20,4,1,3,6,20,0.05555555555555555,12,9,9,3,15,15300,1348.5705800000014,66,0.004313725490196078,0.5300938546314075,0.8332445379158766,1.0,1,1,3,3,normalized_kubernetes_snapshot,raw_kubernetes_snapshots,0.9916666666666667,1.0
final-p02-a-r08-s0,step15,primary,pair-02-duration,a,extended_peak,sustained-peak-v1,8,False,1,360,354,2.9661016949152543,10.188893920442684,2.9661016949152543,17.5,0.25,0.25,0,90,0,4,1,3,6,22,0.06111111111111111,22,1,0,0,22,15300,33.850490000000015,0,0.0,0.548790560087864,0.8422513707552143,2.0,2,1,3,3,normalized_kubernetes_snapshot,raw_kubernetes_snapshots,1.0,1.0
final-p07-b-r08-s0,step15,primary,pair-07-timing_spike,b,late_event,narrow-spike-v1,8,False,1,180,174,4.022988505747127,11.866111313364181,0.0,35.0,0.3333333333333333,0.0,30,30,15,4,1,3,6,16,0.08888888888888889,7,10,10,2,11,5550,2840.5280400000092,61,0.010990990990990991,0.3549148957608181,0.6794635409246028,1.0,1,1,3,3,normalized_kubernetes_snapshot,raw_kubernetes_snapshots,1.0,1.0
final-p05-a-r08-s0,step15,primary,pair-05-shape,a,sharpened,periodic-triangle-v1,8,False,1,720,714,0.29956431372549036,0.7266810425875311,1.3932210505100003e-16,0.33865745666666686,0.0,0.0,0,0,0,22,11,11,22,104,0.14444444444444443,100,2,0,0,104,28500,30.335099999999983,0,0.0,0.507885946172926,0.7389049519072024,1.0,1,11,11,11,normalized_kubernetes_snapshot,raw_kubernetes_snapshots,1.0,1.0
final-p04-a-r08-s0,step15,primary,pair-04-location,a,stable_period_error,gradual-ramp-v1,8,False,1,480,474,1.0126582278481013,2.8462722678592804,1.0126582278481013,0.0,0.11458333333333333,0.11458333333333333,0,55,0,5,3,2,5,72,0.15,68,2,0,0,72,19350,30.877159999999975,0,0.0,0.5243220424823146,0.8328226775027272,1.0,1,3,3,3,normalized_kubernetes_snapshot,raw_kubernetes_snapshots,0.9791666666666666,1.0
final-p06-a-r08-s0,step15,primary,pair-06-timing_periodic,a,early_event,periodic-triangle-v1,8,False,1,720,714,6.5294117815126045,7.361835586127132,0.0,7.653333353333332,0.4583333333333333,0.0,165,165,0,22,11,11,22,99,0.1375,97,2,0,0,99,28500,29.835,0,0.0,0.4998079209816853,0.7165237264370928,1.0909090909090908,2,11,11,11,normalized_kubernetes_snapshot,raw_kubernetes_snapshots,0.9944444444444445,1.0
final-p01-a-r08-s0,step15,primary,pair-01-direction_bias,a,persistent_negative_bias,sustained-peak-v1,8,False,1,360,354,5.0,5.0,-5.0,5.0,0.5861111111111111,-0.5861111111111111,211,0,180,3,1,2,4,15,0.041666666666666664,15,1,0,0,15,15300,47.01926,0,0.0,0.542399826364707,0.8334792074236985,1.0,1,1,2,2,normalized_kubernetes_snapshot,raw_kubernetes_snapshots,0.9833333333333333,1.0
final-p04-b-r08-s0,step15,primary,pair-04-location,b,transition_period_error,gradual-ramp-v1,8,False,1,480,474,1.0126582278481013,2.8462722678592804,1.0126582278481013,1.6,0.1375,0.1375,0,66,0,6,3,3,6,61,0.12708333333333333,60,2,0,0,61,19350,31.69988999999994,0,0.0,0.5226161212999105,0.8389230857319179,1.6666666666666667,2,3,3,3,normalized_kubernetes_snapshot,raw_kubernetes_snapshots,0.9770833333333333,1.0
final-p07-a-r08-s0,step15,primary,pair-07-timing_spike,a,early_event,narrow-spike-v1,8,False,1,180,174,4.022988505747127,11.866111313364181,0.0,0.0,0.3333333333333333,0.0,30,30,0,4,1,3,6,10,0.05555555555555555,10,1,0,0,10,5550,28.59620000000005,0,0.0,0.35595205172758254,0.6872744921560385,2.0,2,1,3,3,normalized_kubernetes_snapshot,raw_kubernetes_snapshots,1.0,1.0
final-p03-b-r08-s0,step15,primary,pair-03-event_presence,b,missed_peak,narrow-spike-v1,8,False,1,180,174,6.0344827586206895,14.532958974404494,-6.0344827586206895,17.5,1.0,-1.0,180,0,99,0,0,0,0,61,0.3388888888888889,14,32,32,41,26,5550,3527.1949600000003,723,0.13027027027027027,0.3026463872654105,0.45880306295034956,,,0,0,0,normalized_kubernetes_snapshot,raw_kubernetes_snapshots,0.9944444444444445,1.0
final-p01-a-r01-s1,step16,secondary_safety,pair-01-direction_bias,a,persistent_negative_bias,sustained-peak-v1,1,True,6,360,354,5.0,5.0,-5.0,5.0,0.06666666666666667,0.027777777777777776,7,17,2,3,2,1,6,29,0.08055555555555556,28,2,0,0,29,15300,34.63835,0,0.0,0.5465301775693228,0.8433696572744013,1.5,2,2,,,controller_live_deployment_read,unavailable_step16_remote_kubectl,1.0,0.0
final-p03-b-r01-s1,step16,secondary_safety,pair-03-event_presence,b,missed_peak,narrow-spike-v1,1,True,1,180,174,6.0344827586206895,14.532958974404494,-6.0344827586206895,17.5,0.2,-0.03333333333333333,21,15,9,2,1,1,6,19,0.10555555555555556,11,9,9,0,14,5550,2854.296400000002,0,0.0,0.355820805339941,0.6607183225153372,2.0,2,1,,,controller_live_deployment_read,unavailable_step16_remote_kubectl,1.0,0.0
final-p01-a-r02-s1,step16,secondary_safety,pair-01-direction_bias,a,persistent_negative_bias,sustained-peak-v1,2,True,1,360,354,5.0,5.0,-5.0,5.0,0.06666666666666667,0.027777777777777776,7,17,2,3,2,1,6,12,0.03333333333333333,12,1,0,0,12,15300,33.622720000000015,0,0.0,0.549996494837193,0.8460991550209136,1.5,2,2,,,controller_live_deployment_read,unavailable_step16_remote_kubectl,1.0,0.0
final-p03-b-r02-s1,step16,secondary_safety,pair-03-event_presence,b,missed_peak,narrow-spike-v1,2,True,1,180,174,6.0344827586206895,14.532958974404494,-6.0344827586206895,17.5,0.2,-0.03333333333333333,21,15,13,2,1,1,6,18,0.1,11,8,8,0,14,5550,3061.3518400000057,0,0.0,0.3502462687015254,0.6632023243750409,6.0,6,1,,,controller_live_deployment_read,unavailable_step16_remote_kubectl,1.0,0.0
final-p01-a-r03-s1,step16,secondary_safety,pair-01-direction_bias,a,persistent_negative_bias,sustained-peak-v1,3,True,1,360,354,5.0,5.0,-5.0,5.0,0.06666666666666667,0.027777777777777776,7,17,2,3,2,1,6,26,0.07222222222222222,25,2,0,0,26,15300,35.44826000000005,0,0.0,0.5517997980561147,0.8479856317115619,1.5,2,2,,,controller_live_deployment_read,unavailable_step16_remote_kubectl,1.0,0.0
final-p03-b-r03-s1,step16,secondary_safety,pair-03-event_presence,b,missed_peak,narrow-spike-v1,3,True,1,180,174,6.0344827586206895,14.532958974404494,-6.0344827586206895,17.5,0.2,-0.03333333333333333,21,15,13,2,1,1,6,11,0.06111111111111111,5,7,7,0,8,5550,2232.9247200000027,0,0.0,0.34358442007646894,0.6618119050603427,4.0,4,1,,,controller_live_deployment_read,unavailable_step16_remote_kubectl,1.0,0.0
final-p01-a-r04-s1,step16,secondary_safety,pair-01-direction_bias,a,persistent_negative_bias,sustained-peak-v1,4,True,1,360,354,5.0,5.0,-5.0,5.0,0.06666666666666667,0.027777777777777776,7,17,2,3,2,1,6,7,0.019444444444444445,7,1,0,0,7,15300,31.975070000000002,0,0.0,0.5418649268639347,0.8342703642087302,1.5,2,2,,,controller_live_deployment_read,unavailable_step16_remote_kubectl,1.0,0.0
final-p03-b-r04-s1,step16,secondary_safety,pair-03-event_presence,b,missed_peak,narrow-spike-v1,4,True,1,180,174,6.0344827586206895,14.532958974404494,-6.0344827586206895,17.5,0.2,-0.03333333333333333,21,15,11,2,1,1,6,14,0.07777777777777778,7,8,7,0,10,5550,2982.4361800000006,0,0.0,0.35287970505158217,0.6751944069941748,4.0,4,1,,,controller_live_deployment_read,unavailable_step16_remote_kubectl,1.0,0.0
final-p01-a-r05-s1,step16,secondary_safety,pair-01-direction_bias,a,persistent_negative_bias,sustained-peak-v1,5,True,1,360,354,5.0,5.0,-5.0,5.0,0.06666666666666667,0.027777777777777776,7,17,2,3,2,1,6,12,0.03333333333333333,12,1,0,0,12,15300,29.483320000000028,0,0.0,0.5387962836176122,0.8319576196903502,1.5,2,2,,,controller_live_deployment_read,unavailable_step16_remote_kubectl,1.0,0.0
final-p03-b-r05-s1,step16,secondary_safety,pair-03-event_presence,b,missed_peak,narrow-spike-v1,5,True,1,180,174,6.0344827586206895,14.532958974404494,-6.0344827586206895,17.5,0.2,-0.03333333333333333,21,15,6,2,1,1,6,13,0.07222222222222222,6,8,8,0,9,5550,2355.5528000000004,0,0.0,0.34764381988424303,0.6583647180383596,1.0,1,1,,,controller_live_deployment_read,unavailable_step16_remote_kubectl,1.0,0.0
